durasi_manhour,nama_workcenter,nama_proses,nama_tipeproses,ukuran_kapasitas,nama_kategoriproduk,created_at,updated_at
1.33,Coil CTVT,Buat coil primer CT menggunakan mesin,Buat coil primer CT menggunakan mesin,CTB-24,CTVT,,
0,Coil CTVT,Koneksi CT dan VT,Koneksi CT dan VT,CTB-24,CTVT,,
0.5,Coil CTVT,Solder,Solder,CTB-24,CTVT,,
0,Coil CTVT,Gulung coil sekunder VT manual,Gulung coil sekunder VT manual,CTB-24,CTVT,,
0,Coil CTVT,Gulung coil sekunder VT menggunakan mesin,Gulung coil sekunder VT menggunakan mesin,CTB-24,CTVT,,
0,Coil CTVT,Gulung coil primer cut core,Gulung coil primer cut core,CTB-24,CTVT,,
0,Coil CTVT,Gulung coil primer no cut core,Gulung coil primer no cut core,CTB-24,CTVT,,
0.75,Mould & Casting,Proses mould assembly type CT,Proses mould assembly type CT,CTB-24,CTVT,,
0,Mould & Casting,Proses mould assembly type VT,Proses mould assembly type VT,CTB-24,CTVT,,
0,Mould & Casting,Proses mould assembly type RCT,Proses mould assembly type RCT,CTB-24,CTVT,,
0.12,Mould & Casting,Proses pengovenan,Proses pengovenan,CTB-24,CTVT,,
0.25,Mould & Casting,Proses pembuatan material,Proses pembuatan material,CTB-24,CTVT,,
0.22,Mould & Casting,Proses casting,Proses casting,CTB-24,CTVT,,
0.17,Mould & Casting,Proses demoulding,Proses demoulding,CTB-24,CTVT,,
0.5,Final Assembly,Proses gerinda,Proses gerinda,CTB-24,CTVT,,
0.15,Final Assembly,Proses cat,Proses cat,CTB-24,CTVT,,
0.1,Final Assembly,Pasang acesoris,Pasang acesoris,CTB-24,CTVT,,
0.8,QC,Test QC,Test QC,CTB-24,CTVT,,
0.5,Coil CTVT,Balut core CT,Balut core CT,CTB-24-2-2A-D2-B2,CTVT,,
0,Coil CTVT,Core coil assembly & balut VT,Core coil assembly & balut VT,CTB-24-2-2A-D2-B2,CTVT,,
0,Coil CTVT,Buat & pasang shielding,Buat & pasang shielding,CTB-24-2-2A-D2-B2,CTVT,,
1.33,Coil CTVT,Gulung coil sekunder CT,Gulung coil sekunder CT,CTB-24-2-2A-D2-B2,CTVT,,
0,Coil CTVT,Buat coil primer CT manual,Buat coil primer CT manual,CTB-24-2-2A-D2-B2,CTVT,,
2,Coil CTVT,Buat coil primer CT menggunakan mesin,Buat coil primer CT menggunakan mesin,CTB-24-2-2A-D2-B2,CTVT,,
0,Coil CTVT,Koneksi CT dan VT,Koneksi CT dan VT,CTB-24-2-2A-D2-B2,CTVT,,
0.67,Coil CTVT,Solder,Solder,CTB-24-2-2A-D2-B2,CTVT,,
0,Coil CTVT,Gulung coil sekunder VT manual,Gulung coil sekunder VT manual,CTB-24-2-2A-D2-B2,CTVT,,
0,Coil CTVT,Gulung coil sekunder VT menggunakan mesin,Gulung coil sekunder VT menggunakan mesin,CTB-24-2-2A-D2-B2,CTVT,,
0,Coil CTVT,Gulung coil primer cut core,Gulung coil primer cut core,CTB-24-2-2A-D2-B2,CTVT,,
0,Coil CTVT,Gulung coil primer no cut core,Gulung coil primer no cut core,CTB-24-2-2A-D2-B2,CTVT,,
0.75,Mould & Casting,Proses mould assembly type CT,Proses mould assembly type CT,CTB-24-2-2A-D2-B2,CTVT,,
0,Mould & Casting,Proses mould assembly type VT,Proses mould assembly type VT,CTB-24-2-2A-D2-B2,CTVT,,
0,Mould & Casting,Proses mould assembly type RCT,Proses mould assembly type RCT,CTB-24-2-2A-D2-B2,CTVT,,
0.12,Mould & Casting,Proses pengovenan,Proses pengovenan,CTB-24-2-2A-D2-B2,CTVT,,
0.25,Mould & Casting,Proses pembuatan material,Proses pembuatan material,CTB-24-2-2A-D2-B2,CTVT,,
0.22,Mould & Casting,Proses casting,Proses casting,CTB-24-2-2A-D2-B2,CTVT,,
0.17,Mould & Casting,Proses demoulding,Proses demoulding,CTB-24-2-2A-D2-B2,CTVT,,
0.5,Final Assembly,Proses gerinda,Proses gerinda,CTB-24-2-2A-D2-B2,CTVT,,
0.15,Final Assembly,Proses cat,Proses cat,CTB-24-2-2A-D2-B2,CTVT,,
0.1,Final Assembly,Pasang acesoris,Pasang acesoris,CTB-24-2-2A-D2-B2,CTVT,,
0.8,QC,Test QC,Test QC,CTB-24-2-2A-D2-B2,CTVT,,
0.33,Coil CTVT,Balut core CT,Balut core CT,CTO-24,CTVT,,
0,Coil CTVT,Core coil assembly & balut VT,Core coil assembly & balut VT,CTO-24,CTVT,,
0,Coil CTVT,Buat & pasang shielding,Buat & pasang shielding,CTO-24,CTVT,,
0.33,Coil CTVT,Gulung coil sekunder CT,Gulung coil sekunder CT,CTO-24,CTVT,,
0,Coil CTVT,Buat coil primer CT manual,Buat coil primer CT manual,CTO-24,CTVT,,
1.33,Coil CTVT,Buat coil primer CT menggunakan mesin,Buat coil primer CT menggunakan mesin,CTO-24,CTVT,,
0,Coil CTVT,Koneksi CT dan VT,Koneksi CT dan VT,CTO-24,CTVT,,
0.5,Coil CTVT,Solder,Solder,CTO-24,CTVT,,
0,Coil CTVT,Gulung coil sekunder VT manual,Gulung coil sekunder VT manual,CTO-24,CTVT,,
0,Coil CTVT,Gulung coil sekunder VT menggunakan mesin,Gulung coil sekunder VT menggunakan mesin,CTO-24,CTVT,,
0,Coil CTVT,Gulung coil primer cut core,Gulung coil primer cut core,CTO-24,CTVT,,
0,Coil CTVT,Gulung coil primer no cut core,Gulung coil primer no cut core,CTO-24,CTVT,,
0.75,Mould & Casting,Proses mould assembly type CT,Proses mould assembly type CT,CTO-24,CTVT,,
0,Mould & Casting,Proses mould assembly type VT,Proses mould assembly type VT,CTO-24,CTVT,,
0,Mould & Casting,Proses mould assembly type RCT,Proses mould assembly type RCT,CTO-24,CTVT,,
0.12,Mould & Casting,Proses pengovenan,Proses pengovenan,CTO-24,CTVT,,
0.25,Mould & Casting,Proses pembuatan material,Proses pembuatan material,CTO-24,CTVT,,
0.22,Mould & Casting,Proses casting,Proses casting,CTO-24,CTVT,,
0.17,Mould & Casting,Proses demoulding,Proses demoulding,CTO-24,CTVT,,
0.5,Final Assembly,Proses gerinda,Proses gerinda,CTO-24,CTVT,,
0.15,Final Assembly,Proses cat,Proses cat,CTO-24,CTVT,,
0.1,Final Assembly,Pasang acesoris,Pasang acesoris,CTO-24,CTVT,,
0.8,QC,Test QC,Test QC,CTO-24,CTVT,,
0,Coil CTVT,Balut core CT,Balut core CT,POST-INSULATOR,CTVT,,
0,Coil CTVT,Core coil assembly & balut VT,Core coil assembly & balut VT,POST-INSULATOR,CTVT,,
0,Coil CTVT,Buat & pasang shielding,Buat & pasang shielding,POST-INSULATOR,CTVT,,
0,Coil CTVT,Gulung coil sekunder CT,Gulung coil sekunder CT,POST-INSULATOR,CTVT,,
0,Coil CTVT,Buat coil primer CT manual,Buat coil primer CT manual,POST-INSULATOR,CTVT,,
0,Coil CTVT,Buat coil primer CT menggunakan mesin,Buat coil primer CT menggunakan mesin,POST-INSULATOR,CTVT,,
0,Coil CTVT,Koneksi CT dan VT,Koneksi CT dan VT,POST-INSULATOR,CTVT,,
0,Coil CTVT,Solder,Solder,POST-INSULATOR,CTVT,,
0,Coil CTVT,Gulung coil sekunder VT manual,Gulung coil sekunder VT manual,POST-INSULATOR,CTVT,,
0,Coil CTVT,Gulung coil sekunder VT menggunakan mesin,Gulung coil sekunder VT menggunakan mesin,POST-INSULATOR,CTVT,,
0,Coil CTVT,Gulung coil primer cut core,Gulung coil primer cut core,POST-INSULATOR,CTVT,,
0,Coil CTVT,Gulung coil primer no cut core,Gulung coil primer no cut core,POST-INSULATOR,CTVT,,
0,Mould & Casting,Proses mould assembly type CT,Proses mould assembly type CT,POST-INSULATOR,CTVT,,
0,Mould & Casting,Proses mould assembly type VT,Proses mould assembly type VT,POST-INSULATOR,CTVT,,
0,Mould & Casting,Proses mould assembly type RCT,Proses mould assembly type RCT,POST-INSULATOR,CTVT,,
0.12,Mould & Casting,Proses pengovenan,Proses pengovenan,POST-INSULATOR,CTVT,,
0,Mould & Casting,Proses pembuatan material,Proses pembuatan material,POST-INSULATOR,CTVT,,
0.13,Mould & Casting,Proses casting,Proses casting,POST-INSULATOR,CTVT,,
0,Mould & Casting,Proses demoulding,Proses demoulding,POST-INSULATOR,CTVT,,
0.25,Final Assembly,Proses gerinda,Proses gerinda,POST-INSULATOR,CTVT,,
0.25,Final Assembly,Proses cat,Proses cat,POST-INSULATOR,CTVT,,
0,Final Assembly,Pasang acesoris,Pasang acesoris,POST-INSULATOR,CTVT,,
0.25,QC,Test QC,Test QC,POST-INSULATOR,CTVT,,
0,Coil CTVT,Balut core CT,Balut core CT,VTI-24-1-4-17,CTVT,,
0.92,Coil CTVT,Core coil assembly & balut VT,Core coil assembly & balut VT,VTI-24-1-4-17,CTVT,,
0.5,Coil CTVT,Buat & pasang shielding,Buat & pasang shielding,VTI-24-1-4-17,CTVT,,
0,Coil CTVT,Gulung coil sekunder CT,Gulung coil sekunder CT,VTI-24-1-4-17,CTVT,,
1.53,Coil CTVT,Buat coil primer CT manual,Buat coil primer CT manual,VTI-24-1-4-17,CTVT,,
0,Coil CTVT,Buat coil primer CT menggunakan mesin,Buat coil primer CT menggunakan mesin,VTI-24-1-4-17,CTVT,,
0,Coil CTVT,Koneksi CT dan VT,Koneksi CT dan VT,VTI-24-1-4-17,CTVT,,
0,Coil CTVT,Solder,Solder,VTI-24-1-4-17,CTVT,,
0,Coil CTVT,Gulung coil sekunder VT manual,Gulung coil sekunder VT manual,VTI-24-1-4-17,CTVT,,
0.25,Coil CTVT,Gulung coil sekunder VT menggunakan mesin,Gulung coil sekunder VT menggunakan mesin,VTI-24-1-4-17,CTVT,,
0,Coil CTVT,Gulung coil primer cut core,Gulung coil primer cut core,VTI-24-1-4-17,CTVT,,
0,Coil CTVT,Gulung coil primer no cut core,Gulung coil primer no cut core,VTI-24-1-4-17,CTVT,,
0.75,Mould & Casting,Proses mould assembly type CT,Proses mould assembly type CT,VTI-24-1-4-17,CTVT,,
0,Mould & Casting,Proses mould assembly type VT,Proses mould assembly type VT,VTI-24-1-4-17,CTVT,,
0,Mould & Casting,Proses mould assembly type RCT,Proses mould assembly type RCT,VTI-24-1-4-17,CTVT,,
0.12,Mould & Casting,Proses pengovenan,Proses pengovenan,VTI-24-1-4-17,CTVT,,
0.25,Mould & Casting,Proses pembuatan material,Proses pembuatan material,VTI-24-1-4-17,CTVT,,
0.22,Mould & Casting,Proses casting,Proses casting,VTI-24-1-4-17,CTVT,,
0.17,Mould & Casting,Proses demoulding,Proses demoulding,VTI-24-1-4-17,CTVT,,
0.5,Final Assembly,Proses gerinda,Proses gerinda,VTI-24-1-4-17,CTVT,,
0.15,Final Assembly,Proses cat,Proses cat,VTI-24-1-4-17,CTVT,,
0.1,Final Assembly,Pasang acesoris,Pasang acesoris,VTI-24-1-4-17,CTVT,,
0.8,QC,Test QC,Test QC,VTI-24-1-4-17,CTVT,,
0,Coil CTVT,Balut core CT,Balut core CT,VTI-24-2,CTVT,,
0.92,Coil CTVT,Core coil assembly & balut VT,Core coil assembly & balut VT,VTI-24-2,CTVT,,
0.5,Coil CTVT,Buat & pasang shielding,Buat & pasang shielding,VTI-24-2,CTVT,,
0,Coil CTVT,Gulung coil sekunder CT,Gulung coil sekunder CT,VTI-24-2,CTVT,,
1.53,Coil CTVT,Buat coil primer CT manual,Buat coil primer CT manual,VTI-24-2,CTVT,,
0,Coil CTVT,Buat coil primer CT menggunakan mesin,Buat coil primer CT menggunakan mesin,VTI-24-2,CTVT,,
0,Coil CTVT,Koneksi CT dan VT,Koneksi CT dan VT,VTI-24-2,CTVT,,
0,Coil CTVT,Solder,Solder,VTI-24-2,CTVT,,
0,Coil CTVT,Gulung coil sekunder VT manual,Gulung coil sekunder VT manual,VTI-24-2,CTVT,,
0.25,Coil CTVT,Gulung coil sekunder VT menggunakan mesin,Gulung coil sekunder VT menggunakan mesin,VTI-24-2,CTVT,,
0,Coil CTVT,Gulung coil primer cut core,Gulung coil primer cut core,VTI-24-2,CTVT,,
0,Coil CTVT,Gulung coil primer no cut core,Gulung coil primer no cut core,VTI-24-2,CTVT,,
0.75,Mould & Casting,Proses mould assembly type CT,Proses mould assembly type CT,VTI-24-2,CTVT,,
0,Mould & Casting,Proses mould assembly type VT,Proses mould assembly type VT,VTI-24-2,CTVT,,
0,Mould & Casting,Proses mould assembly type RCT,Proses mould assembly type RCT,VTI-24-2,CTVT,,
0.12,Mould & Casting,Proses pengovenan,Proses pengovenan,VTI-24-2,CTVT,,
0.25,Mould & Casting,Proses pembuatan material,Proses pembuatan material,VTI-24-2,CTVT,,
0.22,Mould & Casting,Proses casting,Proses casting,VTI-24-2,CTVT,,
0.17,Mould & Casting,Proses demoulding,Proses demoulding,VTI-24-2,CTVT,,
0.5,Final Assembly,Proses gerinda,Proses gerinda,VTI-24-2,CTVT,,
0.15,Final Assembly,Proses cat,Proses cat,VTI-24-2,CTVT,,
0.1,Final Assembly,Pasang acesoris,Pasang acesoris,VTI-24-2,CTVT,,
0.8,QC,Test QC,Test QC,VTI-24-2,CTVT,,
0,Coil CTVT,Balut core CT,Balut core CT,VT-24A,CTVT,,
0.92,Coil CTVT,Core coil assembly & balut VT,Core coil assembly & balut VT,VT-24A,CTVT,,
0.5,Coil CTVT,Buat & pasang shielding,Buat & pasang shielding,VT-24A,CTVT,,
0,Coil CTVT,Gulung coil sekunder CT,Gulung coil sekunder CT,VT-24A,CTVT,,
1.53,Coil CTVT,Buat coil primer CT manual,Buat coil primer CT manual,VT-24A,CTVT,,
0,Coil CTVT,Buat coil primer CT menggunakan mesin,Buat coil primer CT menggunakan mesin,VT-24A,CTVT,,
0,Coil CTVT,Koneksi CT dan VT,Koneksi CT dan VT,VT-24A,CTVT,,
0,Coil CTVT,Solder,Solder,VT-24A,CTVT,,
0,Coil CTVT,Gulung coil sekunder VT manual,Gulung coil sekunder VT manual,VT-24A,CTVT,,
0.25,Coil CTVT,Gulung coil sekunder VT menggunakan mesin,Gulung coil sekunder VT menggunakan mesin,VT-24A,CTVT,,
0,Coil CTVT,Gulung coil primer cut core,Gulung coil primer cut core,VT-24A,CTVT,,
0,Coil CTVT,Gulung coil primer no cut core,Gulung coil primer no cut core,VT-24A,CTVT,,
0.75,Mould & Casting,Proses mould assembly type CT,Proses mould assembly type CT,VT-24A,CTVT,,
0,Mould & Casting,Proses mould assembly type VT,Proses mould assembly type VT,VT-24A,CTVT,,
0,Mould & Casting,Proses mould assembly type RCT,Proses mould assembly type RCT,VT-24A,CTVT,,
0.12,Mould & Casting,Proses pengovenan,Proses pengovenan,VT-24A,CTVT,,
0.25,Mould & Casting,Proses pembuatan material,Proses pembuatan material,VT-24A,CTVT,,
0.22,Mould & Casting,Proses casting,Proses casting,VT-24A,CTVT,,
0.17,Mould & Casting,Proses demoulding,Proses demoulding,VT-24A,CTVT,,
0.5,Final Assembly,Proses gerinda,Proses gerinda,VT-24A,CTVT,,
0.15,Final Assembly,Proses cat,Proses cat,VT-24A,CTVT,,
0.1,Final Assembly,Pasang acesoris,Pasang acesoris,VT-24A,CTVT,,
0.8,QC,Test QC,Test QC,VT-24A,CTVT,,
0,Coil CTVT,Balut core CT,Balut core CT,VT-24(O)-1B1S-2S,CTVT,,
0.92,Coil CTVT,Core coil assembly & balut VT,Core coil assembly & balut VT,VT-24(O)-1B1S-2S,CTVT,,
0.5,Coil CTVT,Buat & pasang shielding,Buat & pasang shielding,VT-24(O)-1B1S-2S,CTVT,,
0,Coil CTVT,Gulung coil sekunder CT,Gulung coil sekunder CT,VT-24(O)-1B1S-2S,CTVT,,
1.53,Coil CTVT,Buat coil primer CT manual,Buat coil primer CT manual,VT-24(O)-1B1S-2S,CTVT,,
0,Coil CTVT,Buat coil primer CT menggunakan mesin,Buat coil primer CT menggunakan mesin,VT-24(O)-1B1S-2S,CTVT,,
0,Coil CTVT,Koneksi CT dan VT,Koneksi CT dan VT,VT-24(O)-1B1S-2S,CTVT,,
0,Coil CTVT,Solder,Solder,VT-24(O)-1B1S-2S,CTVT,,
0,Coil CTVT,Gulung coil sekunder VT manual,Gulung coil sekunder VT manual,VT-24(O)-1B1S-2S,CTVT,,
0.25,Coil CTVT,Gulung coil sekunder VT menggunakan mesin,Gulung coil sekunder VT menggunakan mesin,VT-24(O)-1B1S-2S,CTVT,,
0,Coil CTVT,Gulung coil primer cut core,Gulung coil primer cut core,VT-24(O)-1B1S-2S,CTVT,,
0,Coil CTVT,Gulung coil primer no cut core,Gulung coil primer no cut core,VT-24(O)-1B1S-2S,CTVT,,
0.75,Mould & Casting,Proses mould assembly type CT,Proses mould assembly type CT,VT-24(O)-1B1S-2S,CTVT,,
0,Mould & Casting,Proses mould assembly type VT,Proses mould assembly type VT,VT-24(O)-1B1S-2S,CTVT,,
0,Mould & Casting,Proses mould assembly type RCT,Proses mould assembly type RCT,VT-24(O)-1B1S-2S,CTVT,,
0.12,Mould & Casting,Proses pengovenan,Proses pengovenan,VT-24(O)-1B1S-2S,CTVT,,
0.25,Mould & Casting,Proses pembuatan material,Proses pembuatan material,VT-24(O)-1B1S-2S,CTVT,,
0.22,Mould & Casting,Proses casting,Proses casting,VT-24(O)-1B1S-2S,CTVT,,
0.17,Mould & Casting,Proses demoulding,Proses demoulding,VT-24(O)-1B1S-2S,CTVT,,
0.65,Final Assembly,Proses gerinda,Proses gerinda,VT-24(O)-1B1S-2S,CTVT,,
0.2,Final Assembly,Proses cat,Proses cat,VT-24(O)-1B1S-2S,CTVT,,
0.15,Final Assembly,Pasang acesoris,Pasang acesoris,VT-24(O)-1B1S-2S,CTVT,,
0.8,QC,Test QC,Test QC,VT-24(O)-1B1S-2S,CTVT,,
0.25,Coil CTVT,Balut core CT,Balut core CT,VT-24(O)-2B1S-2S,CTVT,,
0,Coil CTVT,Core coil assembly & balut VT,Core coil assembly & balut VT,VT-24(O)-2B1S-2S,CTVT,,
0.92,Coil CTVT,Buat & pasang shielding,Buat & pasang shielding,VT-24(O)-2B1S-2S,CTVT,,
0,Coil CTVT,Gulung coil sekunder CT,Gulung coil sekunder CT,VT-24(O)-2B1S-2S,CTVT,,
4.13,Coil CTVT,Buat coil primer CT manual,Buat coil primer CT manual,VT-24(O)-2B1S-2S,CTVT,,
0,Coil CTVT,Buat coil primer CT menggunakan mesin,Buat coil primer CT menggunakan mesin,VT-24(O)-2B1S-2S,CTVT,,
0,Coil CTVT,Koneksi CT dan VT,Koneksi CT dan VT,VT-24(O)-2B1S-2S,CTVT,,
0,Coil CTVT,Solder,Solder,VT-24(O)-2B1S-2S,CTVT,,
0,Coil CTVT,Gulung coil sekunder VT manual,Gulung coil sekunder VT manual,VT-24(O)-2B1S-2S,CTVT,,
1,Coil CTVT,Gulung coil sekunder VT menggunakan mesin,Gulung coil sekunder VT menggunakan mesin,VT-24(O)-2B1S-2S,CTVT,,
0,Coil CTVT,Gulung coil primer cut core,Gulung coil primer cut core,VT-24(O)-2B1S-2S,CTVT,,
0,Coil CTVT,Gulung coil primer no cut core,Gulung coil primer no cut core,VT-24(O)-2B1S-2S,CTVT,,
0.75,Mould & Casting,Proses mould assembly type CT,Proses mould assembly type CT,VT-24(O)-2B1S-2S,CTVT,,
0,Mould & Casting,Proses mould assembly type VT,Proses mould assembly type VT,VT-24(O)-2B1S-2S,CTVT,,
0,Mould & Casting,Proses mould assembly type RCT,Proses mould assembly type RCT,VT-24(O)-2B1S-2S,CTVT,,
0.12,Mould & Casting,Proses pengovenan,Proses pengovenan,VT-24(O)-2B1S-2S,CTVT,,
0.25,Mould & Casting,Proses pembuatan material,Proses pembuatan material,VT-24(O)-2B1S-2S,CTVT,,
0.22,Mould & Casting,Proses casting,Proses casting,VT-24(O)-2B1S-2S,CTVT,,
0.17,Mould & Casting,Proses demoulding,Proses demoulding,VT-24(O)-2B1S-2S,CTVT,,
0.65,Final Assembly,Proses gerinda,Proses gerinda,VT-24(O)-2B1S-2S,CTVT,,
0.2,Final Assembly,Proses cat,Proses cat,VT-24(O)-2B1S-2S,CTVT,,
0.15,Final Assembly,Pasang acesoris,Pasang acesoris,VT-24(O)-2B1S-2S,CTVT,,
0.8,QC,Test QC,Test QC,VT-24(O)-2B1S-2S,CTVT,,
0,Coil CTVT,Balut core CT,Balut core CT,VT24F,CTVT,,
0.92,Coil CTVT,Core coil assembly & balut VT,Core coil assembly & balut VT,VT24F,CTVT,,
0.5,Coil CTVT,Buat & pasang shielding,Buat & pasang shielding,VT24F,CTVT,,
0,Coil CTVT,Gulung coil sekunder CT,Gulung coil sekunder CT,VT24F,CTVT,,
1.53,Coil CTVT,Buat coil primer CT manual,Buat coil primer CT manual,VT24F,CTVT,,
0,Coil CTVT,Buat coil primer CT menggunakan mesin,Buat coil primer CT menggunakan mesin,VT24F,CTVT,,
0,Coil CTVT,Koneksi CT dan VT,Koneksi CT dan VT,VT24F,CTVT,,
0,Coil CTVT,Solder,Solder,VT24F,CTVT,,
0.25,Coil CTVT,Gulung coil sekunder VT manual,Gulung coil sekunder VT manual,VT24F,CTVT,,
0,Coil CTVT,Gulung coil sekunder VT menggunakan mesin,Gulung coil sekunder VT menggunakan mesin,VT24F,CTVT,,
0,Coil CTVT,Gulung coil primer cut core,Gulung coil primer cut core,VT24F,CTVT,,
0,Coil CTVT,Gulung coil primer no cut core,Gulung coil primer no cut core,VT24F,CTVT,,
0.75,Mould & Casting,Proses mould assembly type CT,Proses mould assembly type CT,VT24F,CTVT,,
0,Mould & Casting,Proses mould assembly type VT,Proses mould assembly type VT,VT24F,CTVT,,
0,Mould & Casting,Proses mould assembly type RCT,Proses mould assembly type RCT,VT24F,CTVT,,
0.12,Mould & Casting,Proses pengovenan,Proses pengovenan,VT24F,CTVT,,
0.25,Mould & Casting,Proses pembuatan material,Proses pembuatan material,VT24F,CTVT,,
0.22,Mould & Casting,Proses casting,Proses casting,VT24F,CTVT,,
0.17,Mould & Casting,Proses demoulding,Proses demoulding,VT24F,CTVT,,
0.5,Final Assembly,Proses gerinda,Proses gerinda,VT24F,CTVT,,
0.15,Final Assembly,Proses cat,Proses cat,VT24F,CTVT,,
0.1,Final Assembly,Pasang acesoris,Pasang acesoris,VT24F,CTVT,,
0.8,QC,Test QC,Test QC,VT24F,CTVT,,
0,Coil CTVT,Balut core CT,Balut core CT,CVT-1,CTVT,,
0.8,Coil CTVT,Core coil assembly & balut VT,Core coil assembly & balut VT,CVT-1,CTVT,,
0.5,Coil CTVT,Buat & pasang shielding,Buat & pasang shielding,CVT-1,CTVT,,
0,Coil CTVT,Gulung coil sekunder CT,Gulung coil sekunder CT,CVT-1,CTVT,,
1.45,Coil CTVT,Buat coil primer CT manual,Buat coil primer CT manual,CVT-1,CTVT,,
0,Coil CTVT,Buat coil primer CT menggunakan mesin,Buat coil primer CT menggunakan mesin,CVT-1,CTVT,,
0,Coil CTVT,Koneksi CT dan VT,Koneksi CT dan VT,CVT-1,CTVT,,
0,Coil CTVT,Solder,Solder,CVT-1,CTVT,,
0.25,Coil CTVT,Gulung coil sekunder VT manual,Gulung coil sekunder VT manual,CVT-1,CTVT,,
0,Coil CTVT,Gulung coil sekunder VT menggunakan mesin,Gulung coil sekunder VT menggunakan mesin,CVT-1,CTVT,,
0,Coil CTVT,Gulung coil primer cut core,Gulung coil primer cut core,CVT-1,CTVT,,
0,Coil CTVT,Gulung coil primer no cut core,Gulung coil primer no cut core,CVT-1,CTVT,,
0.75,Mould & Casting,Proses mould assembly type CT,Proses mould assembly type CT,CVT-1,CTVT,,
0,Mould & Casting,Proses mould assembly type VT,Proses mould assembly type VT,CVT-1,CTVT,,
0,Mould & Casting,Proses mould assembly type RCT,Proses mould assembly type RCT,CVT-1,CTVT,,
0.12,Mould & Casting,Proses pengovenan,Proses pengovenan,CVT-1,CTVT,,
0.25,Mould & Casting,Proses pembuatan material,Proses pembuatan material,CVT-1,CTVT,,
0.22,Mould & Casting,Proses casting,Proses casting,CVT-1,CTVT,,
0.17,Mould & Casting,Proses demoulding,Proses demoulding,CVT-1,CTVT,,
0.5,Final Assembly,Proses gerinda,Proses gerinda,CVT-1,CTVT,,
0.15,Final Assembly,Proses cat,Proses cat,CVT-1,CTVT,,
0.1,Final Assembly,Pasang acesoris,Pasang acesoris,CVT-1,CTVT,,
0.8,QC,Test QC,Test QC,CVT-1,CTVT,,
0,Coil CTVT,Balut core CT,Balut core CT,VTB-12-F,CTVT,,
0.92,Coil CTVT,Core coil assembly & balut VT,Core coil assembly & balut VT,VTB-12-F,CTVT,,
0.5,Coil CTVT,Buat & pasang shielding,Buat & pasang shielding,VTB-12-F,CTVT,,
0,Coil CTVT,Gulung coil sekunder CT,Gulung coil sekunder CT,VTB-12-F,CTVT,,
1.45,Coil CTVT,Buat coil primer CT manual,Buat coil primer CT manual,VTB-12-F,CTVT,,
0,Coil CTVT,Buat coil primer CT menggunakan mesin,Buat coil primer CT menggunakan mesin,VTB-12-F,CTVT,,
0,Coil CTVT,Koneksi CT dan VT,Koneksi CT dan VT,VTB-12-F,CTVT,,
0,Coil CTVT,Solder,Solder,VTB-12-F,CTVT,,
0.33,Coil CTVT,Gulung coil sekunder VT manual,Gulung coil sekunder VT manual,VTB-12-F,CTVT,,
0,Coil CTVT,Gulung coil sekunder VT menggunakan mesin,Gulung coil sekunder VT menggunakan mesin,VTB-12-F,CTVT,,
0,Coil CTVT,Gulung coil primer cut core,Gulung coil primer cut core,VTB-12-F,CTVT,,
0,Coil CTVT,Gulung coil primer no cut core,Gulung coil primer no cut core,VTB-12-F,CTVT,,
0.75,Mould & Casting,Proses mould assembly type CT,Proses mould assembly type CT,VTB-12-F,CTVT,,
0,Mould & Casting,Proses mould assembly type VT,Proses mould assembly type VT,VTB-12-F,CTVT,,
0,Mould & Casting,Proses mould assembly type RCT,Proses mould assembly type RCT,VTB-12-F,CTVT,,
0.12,Mould & Casting,Proses pengovenan,Proses pengovenan,VTB-12-F,CTVT,,
0.25,Mould & Casting,Proses pembuatan material,Proses pembuatan material,VTB-12-F,CTVT,,
0.22,Mould & Casting,Proses casting,Proses casting,VTB-12-F,CTVT,,
0.17,Mould & Casting,Proses demoulding,Proses demoulding,VTB-12-F,CTVT,,
0.5,Final Assembly,Proses gerinda,Proses gerinda,VTB-12-F,CTVT,,
0.15,Final Assembly,Proses cat,Proses cat,VTB-12-F,CTVT,,
0.1,Final Assembly,Pasang acesoris,Pasang acesoris,VTB-12-F,CTVT,,
0.8,QC,Test QC,Test QC,VTB-12-F,CTVT,,
0,Coil CTVT,Balut core CT,Balut core CT,VTB-24-2,CTVT,,
1.67,Coil CTVT,Core coil assembly & balut VT,Core coil assembly & balut VT,VTB-24-2,CTVT,,
0.5,Coil CTVT,Buat & pasang shielding,Buat & pasang shielding,VTB-24-2,CTVT,,
0,Coil CTVT,Gulung coil sekunder CT,Gulung coil sekunder CT,VTB-24-2,CTVT,,
2.33,Coil CTVT,Buat coil primer CT manual,Buat coil primer CT manual,VTB-24-2,CTVT,,
0,Coil CTVT,Buat coil primer CT menggunakan mesin,Buat coil primer CT menggunakan mesin,VTB-24-2,CTVT,,
0,Coil CTVT,Koneksi CT dan VT,Koneksi CT dan VT,VTB-24-2,CTVT,,
0,Coil CTVT,Solder,Solder,VTB-24-2,CTVT,,
0.5,Coil CTVT,Gulung coil sekunder VT manual,Gulung coil sekunder VT manual,VTB-24-2,CTVT,,
0,Coil CTVT,Gulung coil sekunder VT menggunakan mesin,Gulung coil sekunder VT menggunakan mesin,VTB-24-2,CTVT,,
0,Coil CTVT,Gulung coil primer cut core,Gulung coil primer cut core,VTB-24-2,CTVT,,
0,Coil CTVT,Gulung coil primer no cut core,Gulung coil primer no cut core,VTB-24-2,CTVT,,
