durasi_manhour,nama_workcenter,nama_proses,nama_tipeproses,ukuran_kapasitas,nama_kategoriproduk,created_at,updated_at
2.5,CORE & ASSEMBLY,PEMBUATAN CU LINK,HV + LV (NON-STANDARD),30,Dry Resin,,
1,CORE & ASSEMBLY,OTHERS,PEMBUATAN CU BAR,30,Dry Resin,,
0.5,CORE & ASSEMBLY,OTHERS,PEMBUATAN KONEKSI HV,30,Dry Resin,,
3,CORE & ASSEMBLY,OTHERS,ASSEMBLY,30,Dry Resin,,
8,CORE & ASSEMBLY,OTHERS,FINISHING,30,Dry Resin,,
2,CORE & ASSEMBLY,ACCESSORIES,FAN,30,Dry Resin,,
50,CORE & ASSEMBLY,ACCESSORIES,OLTC,30,Dry Resin,,
2,CORE & ASSEMBLY,ACCESSORIES,LEM SPACER BLOCK/AIR GAP,30,Dry Resin,,
1,CORE & ASSEMBLY,POTONG ISOLASI FIBER,PULLING BOARD,30,Dry Resin,,
1,CORE & ASSEMBLY,POTONG ISOLASI FIBER,FIXING PART INSULATION,30,Dry Resin,,
3.5,QC,QC,ROUTINE TEST,30,Dry Resin,,
15,COIL MAKING,COIL HV,FLAT-KONDUKTOR 1,112.5,Dry Resin,,
17,COIL MAKING,COIL HV,FLAT-KONDUKTOR 2-3,112.5,Dry Resin,,
19,COIL MAKING,COIL HV,FLAT-KONDUKTOR 4-8,112.5,Dry Resin,,
22,COIL MAKING,COIL HV,FLAT-KONDUKTOR >8,112.5,Dry Resin,,
15,COIL MAKING,COIL HV,ROUND-KONDUKTOR 1,112.5,Dry Resin,,
17,COIL MAKING,COIL HV,ROUND-KONDUKTOR 2-3,112.5,Dry Resin,,
19,COIL MAKING,COIL HV,ROUND-KONDUKTOR 4-8,112.5,Dry Resin,,
22,COIL MAKING,COIL HV,ROUND-KONDUKTOR >8,112.5,Dry Resin,,
4,COIL MAKING,COIL LV,FLAT-KONDUKTOR 1,112.5,Dry Resin,,
5,COIL MAKING,COIL LV,FLAT-KONDUKTOR 2-3,112.5,Dry Resin,,
5,COIL MAKING,COIL LV,FLAT-KONDUKTOR 4-8,112.5,Dry Resin,,
8,COIL MAKING,COIL LV,FLAT-KONDUKTOR >8,112.5,Dry Resin,,
4,COIL MAKING,COIL LV,SHEET-KONDUKTOR 1,112.5,Dry Resin,,
5,COIL MAKING,COIL LV,SHEET-KONDUKTOR 2-3,112.5,Dry Resin,,
6,COIL MAKING,COIL LV,ROUND-KONDUKTOR 1,112.5,Dry Resin,,
6.5,COIL MAKING,COIL LV,ROUND-KONDUKTOR 2-3,112.5,Dry Resin,,
1,COIL MAKING,POTONG LEAD WIRE,TEBAL RAIL COPPER ≥ 10t,112.5,Dry Resin,,
1.5,COIL MAKING,POTONG LEAD WIRE,TEBAL RAIL COPPER < 10t,112.5,Dry Resin,,
1,COIL MAKING,POTONG LEAD WIRE,COPPAL BAR,112.5,Dry Resin,,
1,COIL MAKING,POTONG ISOLASI,DOG BONE,112.5,Dry Resin,,
0.5,COIL MAKING,POTONG ISOLASI,INNER,112.5,Dry Resin,,
0.5,COIL MAKING,POTONG ISOLASI,OUTER,112.5,Dry Resin,,
1,COIL MAKING,POTONG ISOLASI,GANJAL ANTAR SECTION,112.5,Dry Resin,,
8,MOULD & CASTING,HV MOULDING,KONDUKTOR 1,112.5,Dry Resin,,
10,MOULD & CASTING,HV MOULDING,KONDUKTOR 2-3,112.5,Dry Resin,,
12,MOULD & CASTING,HV MOULDING,KONDUKTOR 4-6,112.5,Dry Resin,,
3,MOULD & CASTING,HV CASTING,1X PENGISIAN,112.5,Dry Resin,,
4,MOULD & CASTING,HV CASTING,2X PENGISIAN,112.5,Dry Resin,,
3,MOULD & CASTING,HV DEMOULDING,PAKAI AIRWAY STICK,112.5,Dry Resin,,
3,MOULD & CASTING,HV DEMOULDING,TIDAK PAKAI AIRWAY STICK,112.5,Dry Resin,,
2,MOULD & CASTING,LV BOBBIN,PENGECATAN COIL LV & CURING,112.5,Dry Resin,,
0.5,MOULD & CASTING,LV BOBBIN,BUKA BOBIN LV,112.5,Dry Resin,,
1,MOULD & CASTING,LV MOULDING,SETTING MOULD,112.5,Dry Resin,,
1,MOULD & CASTING,LV MOULDING,MOULDING,112.5,Dry Resin,,
3,MOULD & CASTING,LV MOULDING,CASTING 1 X PROSES PENGISIAN,112.5,Dry Resin,,
4,MOULD & CASTING,LV MOULDING,CASTING 2 X PROSES PENGISIAN,112.5,Dry Resin,,
0.25,MOULD & CASTING,OVEN,OVEN PREHEATING,112.5,Dry Resin,,
0.25,MOULD & CASTING,OVEN,OVEN PRECURING,112.5,Dry Resin,,
0.25,MOULD & CASTING,OVEN,OVEN POSTCURING,112.5,Dry Resin,,
0.25,MOULD & CASTING,OVEN,OVEN CURING LV,112.5,Dry Resin,,
4,MOULD & CASTING,TOUCH UP,HV,112.5,Dry Resin,,
2,MOULD & CASTING,TOUCH UP,LV,112.5,Dry Resin,,
4,CORE & ASSEMBLY,TYPE SUSUN CORE,STACKING OUTSOURCHING,112.5,Dry Resin,,
6,CORE & ASSEMBLY,TYPE SUSUN CORE,STACKING INHOUSE,112.5,Dry Resin,,
0.5,CORE & ASSEMBLY,WIRING,NON-COMPLETE,112.5,Dry Resin,,
8,CORE & ASSEMBLY,TYPE SUSUN CORE,COMPLETE,112.5,Dry Resin,,
6,CORE & ASSEMBLY,INSTAL HOUSING,DENGAN BASE,112.5,Dry Resin,,
3,CORE & ASSEMBLY,INSTAL HOUSING,TANPA BASE,112.5,Dry Resin,,
4,CORE & ASSEMBLY,BONGKAR HOUSING,DENGAN BASE,112.5,Dry Resin,,
3,CORE & ASSEMBLY,BONGKAR HOUSING,TANPA BASE,112.5,Dry Resin,,
1,CORE & ASSEMBLY,PEMBUATAN CU LINK,HV / LV (STANDARD),112.5,Dry Resin,,
2,CORE & ASSEMBLY,PEMBUATAN CU LINK,HV + LV (STANDARD),112.5,Dry Resin,,
1.5,CORE & ASSEMBLY,PEMBUATAN CU LINK,HV / LV (NON-STANDARD),112.5,Dry Resin,,
2.5,CORE & ASSEMBLY,PEMBUATAN CU LINK,HV + LV (NON-STANDARD),112.5,Dry Resin,,
1,CORE & ASSEMBLY,OTHERS,PEMBUATAN CU BAR,112.5,Dry Resin,,
0.5,CORE & ASSEMBLY,OTHERS,PEMBUATAN KONEKSI HV,112.5,Dry Resin,,
3,CORE & ASSEMBLY,OTHERS,ASSEMBLY,112.5,Dry Resin,,
8,CORE & ASSEMBLY,OTHERS,FINISHING,112.5,Dry Resin,,
2,CORE & ASSEMBLY,ACCESSORIES,FAN,112.5,Dry Resin,,
50,CORE & ASSEMBLY,ACCESSORIES,OLTC,112.5,Dry Resin,,
2,CORE & ASSEMBLY,ACCESSORIES,LEM SPACER BLOCK/AIR GAP,112.5,Dry Resin,,
1,CORE & ASSEMBLY,POTONG ISOLASI FIBER,PULLING BOARD,112.5,Dry Resin,,
1,CORE & ASSEMBLY,POTONG ISOLASI FIBER,FIXING PART INSULATION,112.5,Dry Resin,,
3.5,QC,QC,ROUTINE TEST,112.5,Dry Resin,,
15,COIL MAKING,COIL HV,FLAT-KONDUKTOR 1,40,Dry Resin,,
17,COIL MAKING,COIL HV,FLAT-KONDUKTOR 2-3,40,Dry Resin,,
19,COIL MAKING,COIL HV,FLAT-KONDUKTOR 4-8,40,Dry Resin,,
22,COIL MAKING,COIL HV,FLAT-KONDUKTOR >8,40,Dry Resin,,
15,COIL MAKING,COIL HV,ROUND-KONDUKTOR 1,40,Dry Resin,,
17,COIL MAKING,COIL HV,ROUND-KONDUKTOR 2-3,40,Dry Resin,,
19,COIL MAKING,COIL HV,ROUND-KONDUKTOR 4-8,40,Dry Resin,,
22,COIL MAKING,COIL HV,ROUND-KONDUKTOR >8,40,Dry Resin,,
4,COIL MAKING,COIL LV,FLAT-KONDUKTOR 1,40,Dry Resin,,
5,COIL MAKING,COIL LV,FLAT-KONDUKTOR 2-3,40,Dry Resin,,
5,COIL MAKING,COIL LV,FLAT-KONDUKTOR 4-8,40,Dry Resin,,
8,COIL MAKING,COIL LV,FLAT-KONDUKTOR >8,40,Dry Resin,,
4,COIL MAKING,COIL LV,SHEET-KONDUKTOR 1,40,Dry Resin,,
5,COIL MAKING,COIL LV,SHEET-KONDUKTOR 2-3,40,Dry Resin,,
6,COIL MAKING,COIL LV,ROUND-KONDUKTOR 1,40,Dry Resin,,
6.5,COIL MAKING,COIL LV,ROUND-KONDUKTOR 2-3,40,Dry Resin,,
1,COIL MAKING,POTONG LEAD WIRE,TEBAL RAIL COPPER ≥ 10t,40,Dry Resin,,
1.5,COIL MAKING,POTONG LEAD WIRE,TEBAL RAIL COPPER < 10t,40,Dry Resin,,
1,COIL MAKING,POTONG LEAD WIRE,COPPAL BAR,40,Dry Resin,,
1,COIL MAKING,POTONG ISOLASI,DOG BONE,40,Dry Resin,,
0.5,COIL MAKING,POTONG ISOLASI,INNER,40,Dry Resin,,
0.5,COIL MAKING,POTONG ISOLASI,OUTER,40,Dry Resin,,
1,COIL MAKING,POTONG ISOLASI,GANJAL ANTAR SECTION,40,Dry Resin,,
8,MOULD & CASTING,HV MOULDING,KONDUKTOR 1,40,Dry Resin,,
10,MOULD & CASTING,HV MOULDING,KONDUKTOR 2-3,40,Dry Resin,,
12,MOULD & CASTING,HV MOULDING,KONDUKTOR 4-6,40,Dry Resin,,
3,MOULD & CASTING,HV CASTING,1X PENGISIAN,40,Dry Resin,,
4,MOULD & CASTING,HV CASTING,2X PENGISIAN,40,Dry Resin,,
3,MOULD & CASTING,HV DEMOULDING,PAKAI AIRWAY STICK,40,Dry Resin,,
3,MOULD & CASTING,HV DEMOULDING,TIDAK PAKAI AIRWAY STICK,40,Dry Resin,,
2,MOULD & CASTING,LV BOBBIN,PENGECATAN COIL LV & CURING,40,Dry Resin,,
0.5,MOULD & CASTING,LV BOBBIN,BUKA BOBIN LV,40,Dry Resin,,
1,MOULD & CASTING,LV MOULDING,SETTING MOULD,40,Dry Resin,,
1,MOULD & CASTING,LV MOULDING,MOULDING,40,Dry Resin,,
3,MOULD & CASTING,LV MOULDING,CASTING 1 X PROSES PENGISIAN,40,Dry Resin,,
4,MOULD & CASTING,LV MOULDING,CASTING 2 X PROSES PENGISIAN,40,Dry Resin,,
0.25,MOULD & CASTING,OVEN,OVEN PREHEATING,40,Dry Resin,,
0.25,MOULD & CASTING,OVEN,OVEN PRECURING,40,Dry Resin,,
0.25,MOULD & CASTING,OVEN,OVEN POSTCURING,40,Dry Resin,,
0.25,MOULD & CASTING,OVEN,OVEN CURING LV,40,Dry Resin,,
4,MOULD & CASTING,TOUCH UP,HV,40,Dry Resin,,
2,MOULD & CASTING,TOUCH UP,LV,40,Dry Resin,,
4,CORE & ASSEMBLY,TYPE SUSUN CORE,STACKING OUTSOURCHING,40,Dry Resin,,
6,CORE & ASSEMBLY,TYPE SUSUN CORE,STACKING INHOUSE,40,Dry Resin,,
0.5,CORE & ASSEMBLY,WIRING,NON-COMPLETE,40,Dry Resin,,
8,CORE & ASSEMBLY,TYPE SUSUN CORE,COMPLETE,40,Dry Resin,,
6,CORE & ASSEMBLY,INSTAL HOUSING,DENGAN BASE,40,Dry Resin,,
3,CORE & ASSEMBLY,INSTAL HOUSING,TANPA BASE,40,Dry Resin,,
4,CORE & ASSEMBLY,BONGKAR HOUSING,DENGAN BASE,40,Dry Resin,,
3,CORE & ASSEMBLY,BONGKAR HOUSING,TANPA BASE,40,Dry Resin,,
1,CORE & ASSEMBLY,PEMBUATAN CU LINK,HV / LV (STANDARD),40,Dry Resin,,
2,CORE & ASSEMBLY,PEMBUATAN CU LINK,HV + LV (STANDARD),40,Dry Resin,,
1.5,CORE & ASSEMBLY,PEMBUATAN CU LINK,HV / LV (NON-STANDARD),40,Dry Resin,,
2.5,CORE & ASSEMBLY,PEMBUATAN CU LINK,HV + LV (NON-STANDARD),40,Dry Resin,,
1,CORE & ASSEMBLY,OTHERS,PEMBUATAN CU BAR,40,Dry Resin,,
0.5,CORE & ASSEMBLY,OTHERS,PEMBUATAN KONEKSI HV,40,Dry Resin,,
3,CORE & ASSEMBLY,OTHERS,ASSEMBLY,40,Dry Resin,,
8,CORE & ASSEMBLY,OTHERS,FINISHING,40,Dry Resin,,
2,CORE & ASSEMBLY,ACCESSORIES,FAN,40,Dry Resin,,
50,CORE & ASSEMBLY,ACCESSORIES,OLTC,40,Dry Resin,,
2,CORE & ASSEMBLY,ACCESSORIES,LEM SPACER BLOCK/AIR GAP,40,Dry Resin,,
1,CORE & ASSEMBLY,POTONG ISOLASI FIBER,PULLING BOARD,40,Dry Resin,,
1,CORE & ASSEMBLY,POTONG ISOLASI FIBER,FIXING PART INSULATION,40,Dry Resin,,
3.5,QC,QC,ROUTINE TEST,40,Dry Resin,,
15,COIL MAKING,COIL HV,FLAT-KONDUKTOR 1,45,Dry Resin,,
17,COIL MAKING,COIL HV,FLAT-KONDUKTOR 2-3,45,Dry Resin,,
19,COIL MAKING,COIL HV,FLAT-KONDUKTOR 4-8,45,Dry Resin,,
22,COIL MAKING,COIL HV,FLAT-KONDUKTOR >8,45,Dry Resin,,
15,COIL MAKING,COIL HV,ROUND-KONDUKTOR 1,45,Dry Resin,,
17,COIL MAKING,COIL HV,ROUND-KONDUKTOR 2-3,45,Dry Resin,,
19,COIL MAKING,COIL HV,ROUND-KONDUKTOR 4-8,45,Dry Resin,,
22,COIL MAKING,COIL HV,ROUND-KONDUKTOR >8,45,Dry Resin,,
4,COIL MAKING,COIL LV,FLAT-KONDUKTOR 1,45,Dry Resin,,
5,COIL MAKING,COIL LV,FLAT-KONDUKTOR 2-3,45,Dry Resin,,
5,COIL MAKING,COIL LV,FLAT-KONDUKTOR 4-8,45,Dry Resin,,
8,COIL MAKING,COIL LV,FLAT-KONDUKTOR >8,45,Dry Resin,,
4,COIL MAKING,COIL LV,SHEET-KONDUKTOR 1,45,Dry Resin,,
5,COIL MAKING,COIL LV,SHEET-KONDUKTOR 2-3,45,Dry Resin,,
7,COIL MAKING,COIL LV,ROUND-KONDUKTOR 1,45,Dry Resin,,
7.5,COIL MAKING,COIL LV,ROUND-KONDUKTOR 2-3,45,Dry Resin,,
1,COIL MAKING,POTONG LEAD WIRE,TEBAL RAIL COPPER ≥ 10t,45,Dry Resin,,
1.5,COIL MAKING,POTONG LEAD WIRE,TEBAL RAIL COPPER < 10t,45,Dry Resin,,
1,COIL MAKING,POTONG LEAD WIRE,COPPAL BAR,45,Dry Resin,,
1,COIL MAKING,POTONG ISOLASI,DOG BONE,45,Dry Resin,,
0.5,COIL MAKING,POTONG ISOLASI,INNER,45,Dry Resin,,
0.5,COIL MAKING,POTONG ISOLASI,OUTER,45,Dry Resin,,
1,COIL MAKING,POTONG ISOLASI,GANJAL ANTAR SECTION,45,Dry Resin,,
8,MOULD & CASTING,HV MOULDING,KONDUKTOR 1,45,Dry Resin,,
10,MOULD & CASTING,HV MOULDING,KONDUKTOR 2-3,45,Dry Resin,,
12,MOULD & CASTING,HV MOULDING,KONDUKTOR 4-6,45,Dry Resin,,
3,MOULD & CASTING,HV CASTING,1X PENGISIAN,45,Dry Resin,,
4,MOULD & CASTING,HV CASTING,2X PENGISIAN,45,Dry Resin,,
3,MOULD & CASTING,HV DEMOULDING,PAKAI AIRWAY STICK,45,Dry Resin,,
3,MOULD & CASTING,HV DEMOULDING,TIDAK PAKAI AIRWAY STICK,45,Dry Resin,,
2,MOULD & CASTING,LV BOBBIN,PENGECATAN COIL LV & CURING,45,Dry Resin,,
0.5,MOULD & CASTING,LV BOBBIN,BUKA BOBIN LV,45,Dry Resin,,
1,MOULD & CASTING,LV MOULDING,SETTING MOULD,45,Dry Resin,,
1,MOULD & CASTING,LV MOULDING,MOULDING,45,Dry Resin,,
3,MOULD & CASTING,LV MOULDING,CASTING 1 X PROSES PENGISIAN,45,Dry Resin,,
4,MOULD & CASTING,LV MOULDING,CASTING 2 X PROSES PENGISIAN,45,Dry Resin,,
0.25,MOULD & CASTING,OVEN,OVEN PREHEATING,45,Dry Resin,,
0.25,MOULD & CASTING,OVEN,OVEN PRECURING,45,Dry Resin,,
0.25,MOULD & CASTING,OVEN,OVEN POSTCURING,45,Dry Resin,,
0.25,MOULD & CASTING,OVEN,OVEN CURING LV,45,Dry Resin,,
4,MOULD & CASTING,TOUCH UP,HV,45,Dry Resin,,
2,MOULD & CASTING,TOUCH UP,LV,45,Dry Resin,,
4,CORE & ASSEMBLY,TYPE SUSUN CORE,STACKING OUTSOURCHING,45,Dry Resin,,
6,CORE & ASSEMBLY,TYPE SUSUN CORE,STACKING INHOUSE,45,Dry Resin,,
0.5,CORE & ASSEMBLY,WIRING,NON-COMPLETE,45,Dry Resin,,
8,CORE & ASSEMBLY,TYPE SUSUN CORE,COMPLETE,45,Dry Resin,,
6,CORE & ASSEMBLY,INSTAL HOUSING,DENGAN BASE,45,Dry Resin,,
3,CORE & ASSEMBLY,INSTAL HOUSING,TANPA BASE,45,Dry Resin,,
4,CORE & ASSEMBLY,BONGKAR HOUSING,DENGAN BASE,45,Dry Resin,,
3,CORE & ASSEMBLY,BONGKAR HOUSING,TANPA BASE,45,Dry Resin,,
1,CORE & ASSEMBLY,PEMBUATAN CU LINK,HV / LV (STANDARD),45,Dry Resin,,
2,CORE & ASSEMBLY,PEMBUATAN CU LINK,HV + LV (STANDARD),45,Dry Resin,,
1.5,CORE & ASSEMBLY,PEMBUATAN CU LINK,HV / LV (NON-STANDARD),45,Dry Resin,,
2.5,CORE & ASSEMBLY,PEMBUATAN CU LINK,HV + LV (NON-STANDARD),45,Dry Resin,,
1,CORE & ASSEMBLY,OTHERS,PEMBUATAN CU BAR,45,Dry Resin,,
0.5,CORE & ASSEMBLY,OTHERS,PEMBUATAN KONEKSI HV,45,Dry Resin,,
3,CORE & ASSEMBLY,OTHERS,ASSEMBLY,45,Dry Resin,,
8,CORE & ASSEMBLY,OTHERS,FINISHING,45,Dry Resin,,
2,CORE & ASSEMBLY,ACCESSORIES,FAN,45,Dry Resin,,
50,CORE & ASSEMBLY,ACCESSORIES,OLTC,45,Dry Resin,,
2,CORE & ASSEMBLY,ACCESSORIES,LEM SPACER BLOCK/AIR GAP,45,Dry Resin,,
1,CORE & ASSEMBLY,POTONG ISOLASI FIBER,PULLING BOARD,45,Dry Resin,,
1,CORE & ASSEMBLY,POTONG ISOLASI FIBER,FIXING PART INSULATION,45,Dry Resin,,
3.5,QC,QC,ROUTINE TEST,45,Dry Resin,,
21,COIL MAKING,COIL HV,FLAT-KONDUKTOR 1,50,Dry Resin,,
17,COIL MAKING,COIL HV,FLAT-KONDUKTOR 2-3,50,Dry Resin,,
20,COIL MAKING,COIL HV,FLAT-KONDUKTOR 4-8,50,Dry Resin,,
23,COIL MAKING,COIL HV,FLAT-KONDUKTOR >8,50,Dry Resin,,
21,COIL MAKING,COIL HV,ROUND-KONDUKTOR 1,50,Dry Resin,,
17,COIL MAKING,COIL HV,ROUND-KONDUKTOR 2-3,50,Dry Resin,,
20,COIL MAKING,COIL HV,ROUND-KONDUKTOR 4-8,50,Dry Resin,,
23,COIL MAKING,COIL HV,ROUND-KONDUKTOR >8,50,Dry Resin,,
4,COIL MAKING,COIL LV,FLAT-KONDUKTOR 1,50,Dry Resin,,
5,COIL MAKING,COIL LV,FLAT-KONDUKTOR 2-3,50,Dry Resin,,
5,COIL MAKING,COIL LV,FLAT-KONDUKTOR 4-8,50,Dry Resin,,
8,COIL MAKING,COIL LV,FLAT-KONDUKTOR >8,50,Dry Resin,,
4,COIL MAKING,COIL LV,SHEET-KONDUKTOR 1,50,Dry Resin,,
5,COIL MAKING,COIL LV,SHEET-KONDUKTOR 2-3,50,Dry Resin,,
7,COIL MAKING,COIL LV,ROUND-KONDUKTOR 1,50,Dry Resin,,
7.5,COIL MAKING,COIL LV,ROUND-KONDUKTOR 2-3,50,Dry Resin,,
1,COIL MAKING,POTONG LEAD WIRE,TEBAL RAIL COPPER ≥ 10t,50,Dry Resin,,
1.5,COIL MAKING,POTONG LEAD WIRE,TEBAL RAIL COPPER < 10t,50,Dry Resin,,
1,COIL MAKING,POTONG LEAD WIRE,COPPAL BAR,50,Dry Resin,,
1,COIL MAKING,POTONG ISOLASI,DOG BONE,50,Dry Resin,,
0.5,COIL MAKING,POTONG ISOLASI,INNER,50,Dry Resin,,
0.5,COIL MAKING,POTONG ISOLASI,OUTER,50,Dry Resin,,
1,COIL MAKING,POTONG ISOLASI,GANJAL ANTAR SECTION,50,Dry Resin,,
8,MOULD & CASTING,HV MOULDING,KONDUKTOR 1,50,Dry Resin,,
10,MOULD & CASTING,HV MOULDING,KONDUKTOR 2-3,50,Dry Resin,,
12,MOULD & CASTING,HV MOULDING,KONDUKTOR 4-6,50,Dry Resin,,
3,MOULD & CASTING,HV CASTING,1X PENGISIAN,50,Dry Resin,,
4,MOULD & CASTING,HV CASTING,2X PENGISIAN,50,Dry Resin,,
3,MOULD & CASTING,HV DEMOULDING,PAKAI AIRWAY STICK,50,Dry Resin,,
3,MOULD & CASTING,HV DEMOULDING,TIDAK PAKAI AIRWAY STICK,50,Dry Resin,,
2,MOULD & CASTING,LV BOBBIN,PENGECATAN COIL LV & CURING,50,Dry Resin,,
0.5,MOULD & CASTING,LV BOBBIN,BUKA BOBIN LV,50,Dry Resin,,
1,MOULD & CASTING,LV MOULDING,SETTING MOULD,50,Dry Resin,,
1,MOULD & CASTING,LV MOULDING,MOULDING,50,Dry Resin,,
3,MOULD & CASTING,LV MOULDING,CASTING 1 X PROSES PENGISIAN,50,Dry Resin,,
4,MOULD & CASTING,LV MOULDING,CASTING 2 X PROSES PENGISIAN,50,Dry Resin,,
0.25,MOULD & CASTING,OVEN,OVEN PREHEATING,50,Dry Resin,,
0.25,MOULD & CASTING,OVEN,OVEN PRECURING,50,Dry Resin,,
0.25,MOULD & CASTING,OVEN,OVEN POSTCURING,50,Dry Resin,,
0.25,MOULD & CASTING,OVEN,OVEN CURING LV,50,Dry Resin,,
4,MOULD & CASTING,TOUCH UP,HV,50,Dry Resin,,
2,MOULD & CASTING,TOUCH UP,LV,50,Dry Resin,,
4,CORE & ASSEMBLY,TYPE SUSUN CORE,STACKING OUTSOURCHING,50,Dry Resin,,
6,CORE & ASSEMBLY,TYPE SUSUN CORE,STACKING INHOUSE,50,Dry Resin,,
0.5,CORE & ASSEMBLY,WIRING,NON-COMPLETE,50,Dry Resin,,
8,CORE & ASSEMBLY,TYPE SUSUN CORE,COMPLETE,50,Dry Resin,,
6,CORE & ASSEMBLY,INSTAL HOUSING,DENGAN BASE,50,Dry Resin,,
3,CORE & ASSEMBLY,INSTAL HOUSING,TANPA BASE,50,Dry Resin,,
4,CORE & ASSEMBLY,BONGKAR HOUSING,DENGAN BASE,50,Dry Resin,,
3,CORE & ASSEMBLY,BONGKAR HOUSING,TANPA BASE,50,Dry Resin,,
1,CORE & ASSEMBLY,PEMBUATAN CU LINK,HV / LV (STANDARD),50,Dry Resin,,
2,CORE & ASSEMBLY,PEMBUATAN CU LINK,HV + LV (STANDARD),50,Dry Resin,,
1.5,CORE & ASSEMBLY,PEMBUATAN CU LINK,HV / LV (NON-STANDARD),50,Dry Resin,,
2.5,CORE & ASSEMBLY,PEMBUATAN CU LINK,HV + LV (NON-STANDARD),50,Dry Resin,,
1,CORE & ASSEMBLY,OTHERS,PEMBUATAN CU BAR,50,Dry Resin,,
0.5,CORE & ASSEMBLY,OTHERS,PEMBUATAN KONEKSI HV,50,Dry Resin,,
4,CORE & ASSEMBLY,OTHERS,ASSEMBLY,50,Dry Resin,,
8,CORE & ASSEMBLY,OTHERS,FINISHING,50,Dry Resin,,
2,CORE & ASSEMBLY,ACCESSORIES,FAN,50,Dry Resin,,
50,CORE & ASSEMBLY,ACCESSORIES,OLTC,50,Dry Resin,,
2,CORE & ASSEMBLY,ACCESSORIES,LEM SPACER BLOCK/AIR GAP,50,Dry Resin,,
1,CORE & ASSEMBLY,POTONG ISOLASI FIBER,PULLING BOARD,50,Dry Resin,,
1,CORE & ASSEMBLY,POTONG ISOLASI FIBER,FIXING PART INSULATION,50,Dry Resin,,
3.5,QC,QC,ROUTINE TEST,50,Dry Resin,,
21,COIL MAKING,COIL HV,FLAT-KONDUKTOR 1,63,Dry Resin,,
17,COIL MAKING,COIL HV,FLAT-KONDUKTOR 2-3,63,Dry Resin,,
20,COIL MAKING,COIL HV,FLAT-KONDUKTOR 4-8,63,Dry Resin,,
23,COIL MAKING,COIL HV,FLAT-KONDUKTOR >8,63,Dry Resin,,
21,COIL MAKING,COIL HV,ROUND-KONDUKTOR 1,63,Dry Resin,,
17,COIL MAKING,COIL HV,ROUND-KONDUKTOR 2-3,63,Dry Resin,,
20,COIL MAKING,COIL HV,ROUND-KONDUKTOR 4-8,63,Dry Resin,,
23,COIL MAKING,COIL HV,ROUND-KONDUKTOR >8,63,Dry Resin,,
4,COIL MAKING,COIL LV,FLAT-KONDUKTOR 1,63,Dry Resin,,
5,COIL MAKING,COIL LV,FLAT-KONDUKTOR 2-3,63,Dry Resin,,
5,COIL MAKING,COIL LV,FLAT-KONDUKTOR 4-8,63,Dry Resin,,
8,COIL MAKING,COIL LV,FLAT-KONDUKTOR >8,63,Dry Resin,,
4,COIL MAKING,COIL LV,SHEET-KONDUKTOR 1,63,Dry Resin,,
5,COIL MAKING,COIL LV,SHEET-KONDUKTOR 2-3,63,Dry Resin,,
7,COIL MAKING,COIL LV,ROUND-KONDUKTOR 1,63,Dry Resin,,
7.5,COIL MAKING,COIL LV,ROUND-KONDUKTOR 2-3,63,Dry Resin,,
1,COIL MAKING,POTONG LEAD WIRE,TEBAL RAIL COPPER ≥ 10t,63,Dry Resin,,
1.5,COIL MAKING,POTONG LEAD WIRE,TEBAL RAIL COPPER < 10t,63,Dry Resin,,
1,COIL MAKING,POTONG LEAD WIRE,COPPAL BAR,63,Dry Resin,,
1,COIL MAKING,POTONG ISOLASI,DOG BONE,63,Dry Resin,,
0.5,COIL MAKING,POTONG ISOLASI,INNER,63,Dry Resin,,
0.5,COIL MAKING,POTONG ISOLASI,OUTER,63,Dry Resin,,
1,COIL MAKING,POTONG ISOLASI,GANJAL ANTAR SECTION,63,Dry Resin,,
8,MOULD & CASTING,HV MOULDING,KONDUKTOR 1,63,Dry Resin,,
10,MOULD & CASTING,HV MOULDING,KONDUKTOR 2-3,63,Dry Resin,,
12,MOULD & CASTING,HV MOULDING,KONDUKTOR 4-6,63,Dry Resin,,
3,MOULD & CASTING,HV CASTING,1X PENGISIAN,63,Dry Resin,,
4,MOULD & CASTING,HV CASTING,2X PENGISIAN,63,Dry Resin,,
3,MOULD & CASTING,HV DEMOULDING,PAKAI AIRWAY STICK,63,Dry Resin,,
3,MOULD & CASTING,HV DEMOULDING,TIDAK PAKAI AIRWAY STICK,63,Dry Resin,,
2,MOULD & CASTING,LV BOBBIN,PENGECATAN COIL LV & CURING,63,Dry Resin,,
0.5,MOULD & CASTING,LV BOBBIN,BUKA BOBIN LV,63,Dry Resin,,
1,MOULD & CASTING,LV MOULDING,SETTING MOULD,63,Dry Resin,,
1,MOULD & CASTING,LV MOULDING,MOULDING,63,Dry Resin,,
3,MOULD & CASTING,LV MOULDING,CASTING 1 X PROSES PENGISIAN,63,Dry Resin,,
4,MOULD & CASTING,LV MOULDING,CASTING 2 X PROSES PENGISIAN,63,Dry Resin,,
0.25,MOULD & CASTING,OVEN,OVEN PREHEATING,63,Dry Resin,,
0.25,MOULD & CASTING,OVEN,OVEN PRECURING,63,Dry Resin,,
0.25,MOULD & CASTING,OVEN,OVEN POSTCURING,63,Dry Resin,,
0.25,MOULD & CASTING,OVEN,OVEN CURING LV,63,Dry Resin,,
4,MOULD & CASTING,TOUCH UP,HV,63,Dry Resin,,
